,raw_words,task,quadruples
6853,My boyfriend and I needed a place to stay while traveling to Boston for a wedding ... this spot is in such a great location .,ACOS,"[{'aspect': {'from': 24, 'to': 25, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 23, 'to': 24, 'term': ['great']}, 'sentiment': 'POS'}]"
6854,Close walk to public transportation,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
6855,His direction to house and to the keys were clear and easy to follow .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['direction']}, 'category': 'Service#General', 'opinion': {'from': 11, 'to': 12, 'term': ['easy']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['direction']}, 'category': 'Service#General', 'opinion': {'from': 9, 'to': 10, 'term': ['clear']}, 'sentiment': 'POS'}]"
6856,"The only drawbacks are the shared bathroom , 2 floors down , and that the room shares a thin wall with their teenage daughter .",ACOS,"[{'aspect': {'from': 19, 'to': 20, 'term': ['wall']}, 'category': 'Rooms#Design_features', 'opinion': {'from': 18, 'to': 19, 'term': ['thin']}, 'sentiment': 'NEG'}]"
6857,Would absolutely recommend this place for someone looking to be in the heart of the city .,ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['place']}, 'category': 'Hotel#General', 'opinion': {'from': 1, 'to': 3, 'term': ['absolutely', 'recommend']}, 'sentiment': 'POS'}]"
6858,We loved it though and had a great 3 days here .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 7, 'to': 8, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 1, 'to': 2, 'term': ['loved']}, 'sentiment': 'POS'}]"
6859,Location was ideal with great facilities .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['facilities']}, 'category': 'Facilities#General', 'opinion': {'from': 4, 'to': 5, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['Location']}, 'category': 'Location#General', 'opinion': {'from': 2, 'to': 3, 'term': ['ideal']}, 'sentiment': 'POS'}]"
6860,"The location is superb , it is really close to everything .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 3, 'to': 4, 'term': ['superb']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
6861,"I think its actually better than the photos show , quiet and up in the trees but walking distance to everything we needed in town .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 4, 'to': 5, 'term': ['better']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#Comfort', 'opinion': {'from': 10, 'to': 11, 'term': ['quiet']}, 'sentiment': 'POS'}]"
6862,"Tiffany had the place totally ready and anything I forgot to bring and needed was available , nice !",ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Tiffany']}, 'category': 'Service#General', 'opinion': {'from': 5, 'to': 6, 'term': ['ready']}, 'sentiment': 'POS'}]"
6863,"The place is small , I would not try to cram 3 people into the apartment .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Hotel#Design_features', 'opinion': {'from': 3, 'to': 4, 'term': ['small']}, 'sentiment': 'POS'}]"
6864,"In summary , this property provided a great foundation for a successful tip to Boston and Harvard for us .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#Prices', 'opinion': {'from': 7, 'to': 8, 'term': ['great']}, 'sentiment': 'POS'}]"
6865,Its central location allowed us to fit in more than we had planned on what was already a tight schedule .,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 1, 'to': 2, 'term': ['central']}, 'sentiment': 'POS'}]"
6866,The location is great .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 3, 'to': 4, 'term': ['great']}, 'sentiment': 'POS'}]"
6867,The house was very secure and in a safe area .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['house']}, 'category': 'Location#General', 'opinion': {'from': 3, 'to': 5, 'term': ['very', 'secure']}, 'sentiment': 'POS'}, {'aspect': {'from': 9, 'to': 10, 'term': ['area']}, 'category': 'Location#General', 'opinion': {'from': 8, 'to': 9, 'term': ['safe']}, 'sentiment': 'POS'}]"
6868,Fantastic space .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['space']}, 'category': 'Hotel#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Fantastic']}, 'sentiment': 'POS'}]"
6869,") , and an easy walk to the subway .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
6870,Had a chance to meet Todd when we were there and he was very helpful with what to check out in Boston .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 13, 'to': 15, 'term': ['very', 'helpful']}, 'sentiment': 'POS'}]"
6871,I recommend this house,ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['house']}, 'category': 'Hotel#General', 'opinion': {'from': 1, 'to': 2, 'term': ['recommend']}, 'sentiment': 'POS'}]"
6872,Very responsive both prior to our stay and while there .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 0, 'to': 2, 'term': ['Very', 'responsive']}, 'sentiment': 'POS'}]"
6873,Only feedback I would provide Gloria is around cleanliness and overall upkeep .,ACOS,"[{'aspect': {'from': 8, 'to': 12, 'term': ['cleanliness', 'and', 'overall', 'upkeep']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
6874,We highly recommend staying there !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 1, 'to': 3, 'term': ['highly', 'recommend']}, 'sentiment': 'POS'}]"
6875,Thank you Jennifer !,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['Jennifer']}, 'category': 'Service#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Thank']}, 'sentiment': 'POS'}]"
6876,It 's awesome .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 2, 'to': 3, 'term': ['awesome']}, 'sentiment': 'POS'}]"
6877,Tiffany is a great hostess .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Tiffany']}, 'category': 'Service#General', 'opinion': {'from': 3, 'to': 4, 'term': ['great']}, 'sentiment': 'POS'}]"
6878,This is a clean spotless apartment in which to stay close to Boston .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['apartment']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 4, 'to': 5, 'term': ['spotless']}, 'sentiment': 'POS'}, {'aspect': {'from': 5, 'to': 6, 'term': ['apartment']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 3, 'to': 4, 'term': ['clean']}, 'sentiment': 'POS'}, {'aspect': {'from': 5, 'to': 6, 'term': ['apartment']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
6879,Cosy and clean place in nice neighborhood .,ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['neighborhood']}, 'category': 'Location#General', 'opinion': {'from': 5, 'to': 6, 'term': ['nice']}, 'sentiment': 'POS'}, {'aspect': {'from': 3, 'to': 4, 'term': ['place']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 2, 'to': 3, 'term': ['clean']}, 'sentiment': 'POS'}, {'aspect': {'from': 3, 'to': 4, 'term': ['place']}, 'category': 'Hotel#Comfort', 'opinion': {'from': 0, 'to': 1, 'term': ['Cosy']}, 'sentiment': 'POS'}]"
6880,They were so hospitable and very friendly .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Service#General', 'opinion': {'from': 5, 'to': 7, 'term': ['very', 'friendly']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Service#General', 'opinion': {'from': 2, 'to': 4, 'term': ['so', 'hospitable']}, 'sentiment': 'POS'}]"
6881,She was a super sweet but not imposing host .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 3, 'to': 5, 'term': ['super', 'sweet']}, 'sentiment': 'POS'}]"
6882,"Very nice place , small but comfy and clean , great location , reasonable price , will recommend",ACOS,"[{'aspect': {'from': 14, 'to': 15, 'term': ['price']}, 'category': 'Hotel#Prices', 'opinion': {'from': 13, 'to': 14, 'term': ['reasonable']}, 'sentiment': 'POS'}, {'aspect': {'from': 2, 'to': 3, 'term': ['place']}, 'category': 'Hotel#General', 'opinion': {'from': 0, 'to': 2, 'term': ['Very', 'nice']}, 'sentiment': 'POS'}, {'aspect': {'from': 2, 'to': 3, 'term': ['place']}, 'category': 'Hotel#Comfort', 'opinion': {'from': 6, 'to': 7, 'term': ['comfy']}, 'sentiment': 'POS'}, {'aspect': {'from': 11, 'to': 12, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 10, 'to': 11, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': 2, 'to': 3, 'term': ['place']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 8, 'to': 9, 'term': ['clean']}, 'sentiment': 'POS'}, {'aspect': {'from': 2, 'to': 3, 'term': ['place']}, 'category': 'Hotel#General', 'opinion': {'from': 17, 'to': 18, 'term': ['recommend']}, 'sentiment': 'POS'}, {'aspect': {'from': 2, 'to': 3, 'term': ['place']}, 'category': 'Hotel#Design_features', 'opinion': {'from': 4, 'to': 5, 'term': ['small']}, 'sentiment': 'NEG'}]"
6883,"Great location , this would be the perfect spot during the warmer months !",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}, {'aspect': {'from': 8, 'to': 9, 'term': ['spot']}, 'category': 'Hotel#General', 'opinion': {'from': 7, 'to': 8, 'term': ['perfect']}, 'sentiment': 'POS'}]"
6884,"Overall , good experience .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 2, 'to': 3, 'term': ['good']}, 'sentiment': 'POS'}]"
6885,Just steps away from Park Street .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
6886,Penny gave us a warm welcome and a quick tour of her home .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['welcome']}, 'category': 'Service#General', 'opinion': {'from': 4, 'to': 5, 'term': ['warm']}, 'sentiment': 'POS'}]"
6887,My bedroom could not have been better .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['bedroom']}, 'category': 'Rooms#General', 'opinion': {'from': 6, 'to': 7, 'term': ['better']}, 'sentiment': 'POS'}]"
6888,"The cleanliness and comfot of the room is okay , but for the picky guys may be insufficient .",ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['comfot']}, 'category': 'Rooms#Comfort', 'opinion': {'from': 8, 'to': 9, 'term': ['okay']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['cleanliness']}, 'category': 'Rooms#Cleanliness', 'opinion': {'from': 8, 'to': 9, 'term': ['okay']}, 'sentiment': 'POS'}]"
6889,Grace and Charles are great hosts .,ACOS,"[{'aspect': {'from': 0, 'to': 3, 'term': ['Grace', 'and', 'Charles']}, 'category': 'Service#General', 'opinion': {'from': 4, 'to': 5, 'term': ['great']}, 'sentiment': 'POS'}]"
6890,Essential food items were already in the fridge .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['food']}, 'category': 'Food_Drinks#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
6891,Really nice .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 0, 'to': 2, 'term': ['Really', 'nice']}, 'sentiment': 'POS'}]"
6892,"The apartment is great 2 for adults with convenient transportation , just a few minutes walk to the orange line .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['apartment']}, 'category': 'Hotel#General', 'opinion': {'from': 3, 'to': 4, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['apartment']}, 'category': 'Location#General', 'opinion': {'from': 8, 'to': 9, 'term': ['convenient']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['apartment']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
6893,on the rooftop you can retreat from a buzy day and enjoy the vieuw .,ACOS,"[{'aspect': {'from': 13, 'to': 14, 'term': ['vieuw']}, 'category': 'Location#General', 'opinion': {'from': 11, 'to': 12, 'term': ['enjoy']}, 'sentiment': 'POS'}]"
6894,I would recommend the place and all in all was a positive and nice experience .,ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['place']}, 'category': 'Hotel#General', 'opinion': {'from': 13, 'to': 14, 'term': ['nice']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['place']}, 'category': 'Hotel#General', 'opinion': {'from': 2, 'to': 3, 'term': ['recommend']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['place']}, 'category': 'Hotel#General', 'opinion': {'from': 11, 'to': 12, 'term': ['positive']}, 'sentiment': 'POS'}]"
6895,The apartment is clean and with the clear explanation of Elisa and Todd is was easy to find .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['apartment']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 3, 'to': 4, 'term': ['clean']}, 'sentiment': 'POS'}, {'aspect': {'from': 8, 'to': 9, 'term': ['explanation']}, 'category': 'Service#General', 'opinion': {'from': 7, 'to': 8, 'term': ['clear']}, 'sentiment': 'POS'}]"
6896,"In fact , I actually slept better at his place than at my own home !",ACOS,"[{'aspect': {'from': 9, 'to': 10, 'term': ['place']}, 'category': 'Hotel#Comfort', 'opinion': {'from': 6, 'to': 7, 'term': ['better']}, 'sentiment': 'POS'}]"
6897,"Great apartment , great building and terrific location .",ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 6, 'to': 7, 'term': ['terrific']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['apartment']}, 'category': 'Hotel#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['building']}, 'category': 'Hotel#General', 'opinion': {'from': 3, 'to': 4, 'term': ['great']}, 'sentiment': 'POS'}]"
6898,You do need to be comfortable with stairs though .,ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['stairs']}, 'category': 'Room_Amenities#Comfort', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
6899,The building was quiet and clean .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['building']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 5, 'to': 6, 'term': ['clean']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['building']}, 'category': 'Hotel#Comfort', 'opinion': {'from': 3, 'to': 4, 'term': ['quiet']}, 'sentiment': 'POS'}]"
6900,Fantastic experience on all accounts .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Fantastic']}, 'sentiment': 'POS'}]"
6901,Tiffany 's place was perfect for a weekend getaway in Boston !,ACOS,"[{'aspect': {'from': 0, 'to': 3, 'term': ['Tiffany', ""'s"", 'place']}, 'category': 'Hotel#General', 'opinion': {'from': 4, 'to': 5, 'term': ['perfect']}, 'sentiment': 'POS'}]"
6902,Great location in Beacon Hill .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}]"
6903,"Due to the fantastic location , we easily used the T ( plus a short walk ) to get to & from the airport .",ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 3, 'to': 4, 'term': ['fantastic']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 7, 'to': 8, 'term': ['easily']}, 'sentiment': 'POS'}]"
6904,"Nice apartment , but be aware that you will need to climb a ladder to get in and out of bed .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['apartment']}, 'category': 'Hotel#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Nice']}, 'sentiment': 'POS'}, {'aspect': {'from': 20, 'to': 21, 'term': ['bed']}, 'category': 'Rooms#Design_features', 'opinion': {'from': 5, 'to': 6, 'term': ['aware']}, 'sentiment': 'NEG'}]"
6905,"You can not ask for better hosts , home , or value .",ACOS,"[{'aspect': {'from': 8, 'to': 9, 'term': ['home']}, 'category': 'Hotel#General', 'opinion': {'from': 5, 'to': 6, 'term': ['better']}, 'sentiment': 'POS'}, {'aspect': {'from': 6, 'to': 7, 'term': ['hosts']}, 'category': 'Service#General', 'opinion': {'from': 5, 'to': 6, 'term': ['better']}, 'sentiment': 'POS'}, {'aspect': {'from': 8, 'to': 9, 'term': ['home']}, 'category': 'Hotel#Prices', 'opinion': {'from': 5, 'to': 6, 'term': ['better']}, 'sentiment': 'POS'}]"
6906,We felt confident from the photos and the reviews that we would have an enjoyable stay with Penny and her son Dakota and we were not disappointed by either the room and its en suite or by the general atmosphere of their home and hospitality .,ACOS,"[{'aspect': {'from': 30, 'to': 31, 'term': ['room']}, 'category': 'Rooms#General', 'opinion': {'from': 25, 'to': 27, 'term': ['not', 'disappointed']}, 'sentiment': 'POS'}, {'aspect': {'from': 44, 'to': 45, 'term': ['hospitality']}, 'category': 'Service#General', 'opinion': {'from': 25, 'to': 27, 'term': ['not', 'disappointed']}, 'sentiment': 'POS'}, {'aspect': {'from': 39, 'to': 40, 'term': ['atmosphere']}, 'category': 'Hotel#General', 'opinion': {'from': 25, 'to': 27, 'term': ['not', 'disappointed']}, 'sentiment': 'POS'}, {'aspect': {'from': 34, 'to': 35, 'term': ['suite']}, 'category': 'Rooms#General', 'opinion': {'from': 25, 'to': 27, 'term': ['not', 'disappointed']}, 'sentiment': 'POS'}]"
6907,Jason adviced us many things and he is kindness .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 8, 'to': 9, 'term': ['kindness']}, 'sentiment': 'POS'}]"
6908,The loft is exactly as described and perfect .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['loft']}, 'category': 'Hotel#General', 'opinion': {'from': 7, 'to': 8, 'term': ['perfect']}, 'sentiment': 'POS'}]"
